	score
PI4K2A	-3.3156
VAMP5	-3.3156059
SMS	-3.315646
NOX1	-3.3161018
ATP11B	-3.3162372
CNR2	-3.3162751
FOXA3	-3.3169703
FBP2	-3.317166
CSH1	-3.3178349
ST8SIA5	-3.31813
PNP	-3.3181736
ATRIP	-3.3187363
SPRTN	-3.319018
INHBC	-3.3190742
EPOR	-3.3191726
HTR5A	-3.3196628
RIMKLB	-3.319676
CLEC4M	-3.3213391
MRGBP	-3.3213646
SC5D	-3.3216565
TANC1	-3.3216634
RNF182	-3.3218105
ABAT	-3.3218143
IL1RN	-3.3219807
NPFFR1	-3.322291
UBE2L6	-3.322354
CDS2	-3.3226974
SF3B4	-3.3228366
HCST	-3.3232567
THBD	-3.3234534
ARHGEF40	-3.3234673
TRIM5	-3.3234742
DNAI1	-3.3238196
KCNQ4	-3.3238578
STRADA	-3.3240943
ASF1A	-3.3244395
IL27RA	-3.3249683
TRHR	-3.325122
IREB2	-3.3259563
MC4R	-3.3262753
ZNF600	-3.3262908
NET1	-3.326823
UGT2B7	-3.326959
RHOH	-3.3271534
KRT80	-3.3273208
CDK14	-3.3276315
RCC1	-3.327643
C17orf75	-3.328315
CGA	-3.3283706
KCTD7	-3.328607
MAPK12	-3.3289292
USP37	-3.3290591
CLDN15	-3.3293247
CEACAM8	-3.3294334
CHRNG	-3.3295903
DGAT2	-3.3296578
PDSS2	-3.3298335
RPS15A	-3.330262
ECSIT	-3.3302636
TADA1	-3.3302963
DPPA4	-3.3303883
ARSK	-3.3304684
KDM4B	-3.3304935
PABPC4	-3.3304977
KRR1	-3.330667
PVR	-3.3308887
L3MBTL2	-3.3308995
DDX25	-3.3309662
HOGA1	-3.331017
CYTH4	-3.331079
POLR2J	-3.3315742
AMHR2	-3.3316665
SPINT2	-3.331998
ELF2	-3.3320549
RSAD2	-3.332341
IDO1	-3.3325303
ORAI2	-3.3329773
KLK4	-3.333096
STK11IP	-3.3331642
NMD3	-3.333712
ENTPD5	-3.333865
PER3	-3.3339608
NR2F6	-3.3342252
CA2	-3.3344827
AMH	-3.3345597
PSMD4	-3.3346493
STRN4	-3.3346558
ANG	-3.3347583
PAIP1	-3.3348527
CCR10	-3.3348937
ACAT2	-3.3352966
GGPS1	-3.3356678
ZNF160	-3.3357072
MND1	-3.335804
PDHA2	-3.3362663
KCNJ9	-3.336948
GNGT1	-3.3369572
AADAT	-3.3378556
RAPSN	-3.3382142
USP5	-3.3383229
UGT1A8	-3.3384614
KCNV1	-3.3386455
SYN1	-3.3386776
SLC33A1	-3.3387122
GNL3	-3.338765
SRSF4	-3.3396313
CDO1	-3.3398342
GNB1	-3.340496
ULBP1	-3.340654
SRRM4	-3.34088
FOXO3	-3.3413055
ST6GALNAC1	-3.3416524
UBXN2A	-3.341927
CREBRF	-3.3420415
PNKP	-3.342149
REST	-3.342172
AGPS	-3.3422794
CYB5R2	-3.342524
ABCF1	-3.3425746
TNNT2	-3.3426414
REC8	-3.3426843
TNFSF4	-3.3428273
UBE2V2	-3.3430264
CARD10	-3.343039
MEP1B	-3.3430877
ORMDL3	-3.3431728
BUD13	-3.3433163
MLPH	-3.3435464
COLGALT1	-3.3438442
PRKAR1B	-3.344036
DCAF6	-3.3440807
EIF2B2	-3.3441434
FCGR2B	-3.344218
GP1BB	-3.3443847
NTNG2	-3.3446488
CHMP4C	-3.3448262
SF3A3	-3.3452868
KCNJ4	-3.3452919
PDGFA	-3.345491
KPNA7	-3.3455472
FXR2	-3.3457122
CASP6	-3.3457146
UCHL5	-3.345852
GOLGA7	-3.346027
RPS5	-3.3460674
INPP5J	-3.346704
GGCT	-3.346766
COX20	-3.3470826
DDOST	-3.3472314
CACNG2	-3.3472438
EVL	-3.3473365
SLC6A9	-3.3477387
CNTF	-3.3477855
UNG	-3.3477893
NAPG	-3.347849
IMP3	-3.3479474
SSPN	-3.3482728
CNOT7	-3.348291
RBM17	-3.348447
IL32	-3.348629
PHLPP2	-3.3488307
IGSF5	-3.348867
CD68	-3.3489864
UBQLN4	-3.3494658
TPD52L1	-3.3496163
XCL1	-3.3497696
AKAP3	-3.3500762
IL18R1	-3.3511055
ORC5	-3.351708
WIPI2	-3.352014
OOEP	-3.3520744
FBXL2	-3.3525329
TYMP	-3.352549
ADIPOQ	-3.3527305
RASA3	-3.3527846
CD160	-3.3528183
HOXC6	-3.3528914
ZNF711	-3.3532186
ASB16	-3.3541713
INSRR	-3.3542194
UBE4A	-3.354409
CEP70	-3.355397
PPP1R3B	-3.3555958
TOMM40L	-3.3557801
CCL4	-3.3561463
CD1A	-3.3563526
F11	-3.356586
KRT38	-3.3572338
SHANK1	-3.3572361
COX4I1	-3.35727
TAS1R3	-3.357474
FOXG1	-3.3580558
TRMT10C	-3.3580735
PA2G4	-3.3586566
RPL30	-3.3599384
MCU	-3.360602
HOXD1	-3.3607812
QTRT1	-3.3610032
TMEM176B	-3.3610356
INVS	-3.361084
SSR2	-3.3611526
OVGP1	-3.3615997
ADSL	-3.3616226
ZBED1	-3.361648
XAB2	-3.3618188
MYRIP	-3.3619964
CYP2S1	-3.3621125
RUFY1	-3.3624675
PLIN1	-3.362535
ANAPC4	-3.362658
CKLF	-3.3628304
RPGR	-3.362844
ADAM9	-3.362966
EPB41	-3.3631318
GPA33	-3.363606
TFB2M	-3.3637261
TST	-3.363873
MSMO1	-3.363914
REXO2	-3.3639927
ESRRB	-3.364191
GCAT	-3.3647094
CLUAP1	-3.3650482
FBXL3	-3.3653626
KLHL25	-3.3654156
KRT9	-3.3655403
NTF4	-3.3656998
PSMB11	-3.3665764
IMMT	-3.3672376
DMTN	-3.3673217
HDAC10	-3.3675017
CSF2	-3.3675582
AK4	-3.3675854
SH3GL1	-3.368045
ATF1	-3.3681884
HAND1	-3.3684494
UCKL1	-3.3686957
FHOD1	-3.3690045
AQP5	-3.3697128
OFD1	-3.3697689
YARS2	-3.3701217
OR2W3	-3.370501
ALDOB	-3.371261
VANGL1	-3.3714886
IL7	-3.371524
PLA2G6	-3.37164
GRK4	-3.3716595
STX3	-3.371697
VAT1	-3.3718758
CNGA3	-3.3719654
MOCS3	-3.372089
EPN3	-3.3724582
GPX2	-3.3724976
ACKR1	-3.3727753
ADIPOR2	-3.3731265
TAOK3	-3.373162
ASL	-3.3731892
EGR4	-3.3732147
NARS2	-3.37361
PJA2	-3.3739846
ARL2	-3.3741727
CFHR3	-3.3748634
CHST1	-3.3748894
IL17RD	-3.3750572
CABYR	-3.3750713
FTSJ3	-3.375161
FAM120B	-3.3755054
SCYL2	-3.376058
ESYT2	-3.376318
PAPSS1	-3.3767657
HIPK4	-3.3770623
HOXD3	-3.3771815
UBAP2L	-3.3774357
ASRGL1	-3.377873
APOBEC3G	-3.3780866
GFM2	-3.3784804
FFAR3	-3.378568
RALA	-3.3786042
CPEB3	-3.3789673
GRB14	-3.379125
MMP8	-3.3793988
KLHL10	-3.3795407
TUBA3C	-3.3798428
MMP12	-3.3798645
LPXN	-3.379959
LYVE1	-3.3799675
TRAPPC2	-3.380362
MCTS1	-3.3804348
SCNN1A	-3.3806546
SLC25A4	-3.3806908
HECTD3	-3.3807456
PIGV	-3.3807633
KCTD15	-3.3812127
AP1S2	-3.3816116
LIN28A	-3.3816712
COL24A1	-3.3821568
NRTN	-3.382216
PAQR5	-3.3822765
REN	-3.3823924
KLHL20	-3.382634
GXYLT2	-3.3827157
DLX3	-3.382719
KRT17	-3.382835
BCKDHA	-3.3831477
TRAIP	-3.383498
HOXC4	-3.3837006
HPS5	-3.3840518
SF3A1	-3.3840854
KCNN1	-3.384219
STAR	-3.3844006
UBE2B	-3.3844128
PDZD7	-3.3844883
CES4A	-3.3847466
UBA3	-3.3849227
KRT78	-3.3851342
MBD2	-3.385276
PHKG1	-3.3853526
SLC25A22	-3.3855
PGS1	-3.3855596
COPS6	-3.38559
FBXW5	-3.3856158
POU4F1	-3.3857684
TRUB2	-3.386078
DTX2	-3.3864777
RPL22L1	-3.3869185
SPRR1A	-3.387191
CXCR1	-3.3872123
NUCB1	-3.3875184
PRDX2	-3.387797
INTS4	-3.387907
FMNL1	-3.388005
FIG4	-3.388207
MAD2L2	-3.3884792
ABCD1	-3.3884983
HSD17B1	-3.3885143
UFSP2	-3.3886483
PRTN3	-3.3887107
SH3D19	-3.389197
TTC8	-3.3892376
POLR2L	-3.3897243
WIF1	-3.3898551
NVL	-3.3899999
NDUFS5	-3.3901992
TNFSF12	-3.390472
FECH	-3.3906598
VIPR2	-3.390923
SUPT20H	-3.3910255
RND2	-3.3911529
ATP6V1B1	-3.3913567
SNCAIP	-3.3914084
ECHS1	-3.3918393
PLOD2	-3.3918755
MAN1A2	-3.39218
UPP1	-3.3922215
S100A11	-3.3924823
RRAS2	-3.3925717
RPS24	-3.3931675
ZNF562	-3.3933506
LGALS3	-3.393355
CDH15	-3.3934045
NECAP1	-3.3935559
CTSS	-3.3935826
SMOX	-3.39394
TXNDC16	-3.3939698
OR51E2	-3.3943572
PRDX6	-3.394384
PTDSS1	-3.3945765
PSMB9	-3.3946388
MYLIP	-3.39475
ASIC1	-3.3948007
RPL32	-3.3950138
RSRC1	-3.3951259
RHBDF1	-3.3951411
GABRA3	-3.3952935
FAH	-3.3953617
ELOVL6	-3.3957305
UBB	-3.395782
CLPB	-3.3968709
SIKE1	-3.3969452
STX5	-3.3973465
TRIM23	-3.3973503
TRIM35	-3.397656
DYNLRB1	-3.397739
PON1	-3.3979373
NOSTRIN	-3.398019
CXCL2	-3.398288
PHF1	-3.3987222
TAGAP	-3.3987699
BPNT1	-3.398805
ZCCHC7	-3.3990123
HSD17B3	-3.3993058
PADI2	-3.399897
SPAG16	-3.4002445
SASS6	-3.400428
ZNF304	-3.4005592
UBXN1	-3.4008555
SPOCK3	-3.4009807
REEP2	-3.4011433
CTSK	-3.401172
TUBB8	-3.4013562
UBE2S	-3.4016247
GSTM2	-3.4016774
LGI1	-3.4020042
CD1B	-3.4020412
UHRF2	-3.4022381
OTUD5	-3.4023209
TCTN1	-3.4024124
IMPA2	-3.4025435
CHRNB1	-3.4026978
NME8	-3.402895
BAG6	-3.4036422
PLA2G10	-3.4040122
SMNDC1	-3.404118
FKBP6	-3.4045494
DDA1	-3.4046168
DDHD1	-3.4047408
MICB	-3.405059
ZNF597	-3.4051385
CRTAP	-3.4054978
FUT4	-3.4058337
YKT6	-3.4059765
ATP4A	-3.4063687
SNCB	-3.406971
XPA	-3.4071534
LAS1L	-3.4073663
PTGES	-3.4073777
ETV1	-3.4076836
EAF2	-3.4078496
KRT23	-3.4078984
CCNL2	-3.4081063
RPL7L1	-3.4086385
SERPINB8	-3.4088657
COMMD2	-3.4090462
MAN1B1	-3.4091098
FEM1B	-3.4092903
TRIM9	-3.4095643
LTBR	-3.4113674
ZDHHC8	-3.4117332
TERF2IP	-3.411919
SCLT1	-3.4122245
STK39	-3.4127686
PARD6G	-3.4129386
POLH	-3.413105
CALCOCO1	-3.413177
RAD9B	-3.41324
PRMT7	-3.4135468
PEX1	-3.4136138
BFSP1	-3.4139202
NAPRT	-3.4142437
IL23R	-3.41437
HOXB2	-3.4147487
ZP4	-3.4148242
UNC45A	-3.4148266
DDX46	-3.4148712
UGT1A10	-3.414877
ELMO2	-3.4161396
EIF3M	-3.416504
SRD5A3	-3.4165874
CASR	-3.4167244
LMO1	-3.4169128
SYCP1	-3.4171567
ARHGEF28	-3.4174614
CHTOP	-3.417813
AKR1A1	-3.4179668
BHLHE41	-3.4180496
PPP2R2C	-3.418181
FZD9	-3.418227
RPAP1	-3.4188342
CYP2D6	-3.4188347
BHLHE40	-3.4188545
CNIH2	-3.419438
OR1B1	-3.419463
BAD	-3.4195125
DES	-3.4195504
TLK1	-3.4197357
PHYKPL	-3.4202068
RGCC	-3.4206085
PABPC3	-3.4206543
ARL8B	-3.4206805
ELAC2	-3.4207177
HAO1	-3.421222
ZNF860	-3.4214797
ADAM2	-3.421805
GSTM5	-3.4219165
ELOVL5	-3.4219785
OXCT2	-3.421999
TKT	-3.4224918
CD8B	-3.422606
GLRA3	-3.423368
FCER1A	-3.4234462
ASGR2	-3.4234493
CLCN7	-3.4236102
MAPKAPK2	-3.423636
LAPTM5	-3.423972
RGS14	-3.4239986
PHF10	-3.4246707
NUDT16L1	-3.424704
DAP3	-3.4249012
DENND1B	-3.4250374
NR1H3	-3.4253058
CCNY	-3.4255753
LSG1	-3.425591
FANCL	-3.4257355
ROPN1L	-3.4257863
NKD2	-3.425909
SNRPC	-3.4264996
KCTD6	-3.4265976
ZNF347	-3.4266286
CCL26	-3.4266448
SPIRE2	-3.426836
SPAST	-3.4272518
ADAMTSL2	-3.4272614
PARG	-3.4273121
NME4	-3.4275532
RBM8A	-3.4279218
BARX1	-3.42799
ANP32B	-3.4280326
TOR1B	-3.4280372
IBTK	-3.4280956
IL22RA1	-3.4284701
S100A4	-3.4286225
HLA-DMB	-3.4287224
RPL35A	-3.4288507
NDUFB5	-3.4290657
DUSP2	-3.4290936
IRF2BPL	-3.4294171
PSMD5	-3.4295487
PSMD9	-3.429628
SUN2	-3.4299455
PPIF	-3.4300194
STRA6	-3.430069
ANAPC10	-3.4302888
ZNF692	-3.430613
KRT13	-3.4310086
RGS1	-3.4314003
CHRND	-3.4315991
FTCD	-3.431815
GXYLT1	-3.4319122
MMP25	-3.432155
CNOT11	-3.4322903
TADA2B	-3.4324422
RAB14	-3.4327996
NAA50	-3.4330597
CRISP3	-3.4332767
CPN1	-3.4341207
ATP6V0A2	-3.4343562
OLFM4	-3.4344
AICDA	-3.434937
SLC25A18	-3.4349408
DCTN3	-3.4349601
ERP27	-3.4349644
RAB31	-3.4349837
LOXL3	-3.4350858
TAF8	-3.4351487
DDIT4	-3.435189
LDLRAP1	-3.4353
GCNT3	-3.4366002
CXCL8	-3.4366913
NFKBID	-3.436811
PIGN	-3.4368718
RPS7	-3.436932
CLDN2	-3.4369857
DDN	-3.4371896
MYLPF	-3.4375808
SACM1L	-3.4376628
ZNF45	-3.4378486
HCRTR2	-3.437975
GH2	-3.4381013
NUCKS1	-3.438598
HMGXB4	-3.4388244
KRT33B	-3.4388897
P2RY4	-3.4389815
ZNF699	-3.4391365
PFKFB2	-3.4392037
TULP4	-3.4392533
SNRPA	-3.4393241
C2	-3.4393458
HRH3	-3.4394925
PITX3	-3.4400768
CREB3	-3.4401245
ATF6	-3.440792
ZNF792	-3.4413943
FLRT1	-3.4417694
EVI2B	-3.4418724
PPAT	-3.4422252
LYPD1	-3.4424827
MYCBP	-3.4430573
ZNF34	-3.4430594
AATF	-3.44325
FBXL4	-3.443435
POLR3C	-3.4435444
DYNC2LI1	-3.4437451
PIK3AP1	-3.4438586
ABCG8	-3.4439983
HEBP2	-3.4441476
HLTF	-3.444366
IL18	-3.444917
TNFRSF25	-3.4453475
PARS2	-3.4455445
NDUFV1	-3.445912
NABP1	-3.4461246
IFT81	-3.4461772
ALKBH3	-3.4465744
DGUOK	-3.4467704
PSCA	-3.4468493
NDUFV2	-3.4469419
DHX32	-3.4470391
CPT2	-3.4472835
RAB11FIP3	-3.447371
SLC25A28	-3.4475236
VIPR1	-3.447925
RPL6	-3.4480164
SNX4	-3.4485755
CASQ2	-3.4487782
GBA2	-3.4492066
ACOX3	-3.449761
TGM5	-3.4499707
TATDN2	-3.4508348
ZNF398	-3.4510162
RASL10A	-3.451266
GCKR	-3.4514809
CSNK2A2	-3.4520333
RPS12	-3.45209
RANBP1	-3.4521759
CMTM7	-3.4523163
NCR1	-3.4528441
CRYAB	-3.4530513
SEMA3B	-3.4532332
PPP1R13L	-3.4533353
OSBP2	-3.4534104
AFMID	-3.4534855
KRT3	-3.4536297
CEBPB	-3.4540248
ING5	-3.454036
NAP1L4	-3.454576
COX19	-3.455073
PTPN7	-3.455212
MSI1	-3.4553947
ARG2	-3.4555676
RGS12	-3.4557304
PDYN	-3.455958
ZNF280A	-3.4562244
MAPRE2	-3.456229
SRGN	-3.4563446
INTS7	-3.4563606
VIP	-3.4563835
RGS16	-3.4565988
INO80C	-3.4566464
MED4	-3.4566808
DOLPP1	-3.4568877
GPKOW	-3.4570603
ZNF585A	-3.4573944
HAUS5	-3.4575677
HDAC11	-3.4576364
IL17RE	-3.4576626
DPP7	-3.4576848
ALDH9A1	-3.4577553
CCL19	-3.4580216
ATP6V1A	-3.458177
BAHD1	-3.458571
OAT	-3.4587321
ASAP2	-3.4589577
TNFSF9	-3.4592729
TMED9	-3.4594016
TOR1A	-3.4610782
SCN2B	-3.461474
BMP10	-3.461644
RPN1	-3.4619064
LILRB3	-3.462709
BTBD6	-3.4630356
ARCN1	-3.4630685
PPIL3	-3.4631934
KRT81	-3.4633763
DNTT	-3.463452
SLN	-3.4637032
CX3CL1	-3.463871
RGS5	-3.4639287
PYCR2	-3.464011
UNC119B	-3.4649265
AMBN	-3.4651802
TUBD1	-3.4654698
WDR75	-3.4654915
EFHC1	-3.4666893
HENMT1	-3.4668822
EEF1G	-3.4671712
VAMP4	-3.4675229
APOA4	-3.467559
MAPRE3	-3.467727
CCT7	-3.4685059
RFX2	-3.4686828
CALM3	-3.46894
APOC3	-3.4692388
GPN1	-3.4695125
TMC8	-3.4697177
TRO	-3.4697185
EIF2B5	-3.4697616
EPB41L5	-3.470108
PCBP2	-3.470456
RPL12	-3.4706035
NIPA1	-3.4707139
RIN1	-3.4707527
KIF9	-3.4707634
TNNT3	-3.4709377
VPS4B	-3.4716403
COPS2	-3.4718528
PPP2R3C	-3.472219
USO1	-3.4723804
GPR143	-3.472445
CD27	-3.472896
DYNLT3	-3.4730263
DCXR	-3.473205
CA9	-3.4735107
CCR9	-3.4736607
CD99L2	-3.474009
NDUFB10	-3.4743557
HES6	-3.4746559
IARS2	-3.475198
NRG4	-3.4753284
S100A8	-3.4754605
ELP4	-3.4756806
SLC24A5	-3.4756825
HAUS8	-3.4757876
CCR7	-3.4758587
SGPP1	-3.4760735
UBXN4	-3.4765098
TRAM1	-3.476801
MRPL11	-3.4768016
L3MBTL1	-3.4768548
SSTR5	-3.4768608
DDX19A	-3.4774902
SDAD1	-3.477518
SPP2	-3.4777675
GABARAP	-3.4778666
HADH	-3.4778798
RARS2	-3.477892
RTP4	-3.4780018
HOXA1	-3.4782116
CAP1	-3.4784012
EXOC3	-3.478531
RPL39	-3.4787629
GPR20	-3.478957
ZNF224	-3.4796329
MRPS22	-3.4797573
HAUS7	-3.4798088
MTHFD2L	-3.4799047
PI4K2B	-3.4800007
CERS4	-3.4806132
LIMS2	-3.4806619
RAMP2	-3.4806876
CHORDC1	-3.4809551
NIPA2	-3.4814124
SOX13	-3.4815707
FPGS	-3.4819522
PGAP1	-3.4819634
KLHL11	-3.4824436
PDCL	-3.4833856
CLDN9	-3.483673
S1PR5	-3.4842465
TIMM8A	-3.484307
SCO2	-3.4844944
OSBPL5	-3.4845645
GNPDA2	-3.484949
ZNF442	-3.485292
KISS1R	-3.485621
CHP1	-3.4856331
RAB4B	-3.4856942
TEAD2	-3.4858155
ZRANB1	-3.485928
MBOAT7	-3.486274
PPP1R3F	-3.4864025
ZNF416	-3.4864476
ZNF589	-3.4865017
PLCZ1	-3.486796
NELL2	-3.4873345
PF4	-3.4875271
ZDHHC21	-3.4879391
TBC1D2	-3.4881845
EVA1A	-3.488213
QPRT	-3.4882317
NADSYN1	-3.488299
COPS7A	-3.4886577
AGPAT2	-3.488771
ESAM	-3.488975
ETV7	-3.4890041
TIGIT	-3.4891372
MRAS	-3.489764
TIA1	-3.4898586
RGPD8	-3.4900928
LXN	-3.49013
SNRPB2	-3.490298
SGMS2	-3.4904149
ZNF266	-3.4909368
ACTR8	-3.4916713
CCK	-3.492366
WDR1	-3.492518
PARN	-3.4926515
COMMD8	-3.4929595
SART1	-3.4931045
NDUFB8	-3.493796
GNL3L	-3.49389
GTF2A2	-3.4940085
DCTN6	-3.4950562
MAP1LC3C	-3.4950886
EIF3J	-3.4952576
LCLAT1	-3.495358
MXD1	-3.495367
CCM2	-3.4954724
FBXO40	-3.4955685
OPLAH	-3.4960625
COL15A1	-3.4961617
BCAP29	-3.496495
PPP1R18	-3.4970899
RAB27B	-3.497163
KLF15	-3.4976108
ASB8	-3.4977531
RPL26L1	-3.4978976
TRAT1	-3.498446
CD300LB	-3.4987054
GTF2F2	-3.4987342
TADA2A	-3.498907
TMEM97	-3.4992683
LDHC	-3.4994292
TP53INP1	-3.499443
C2CD2	-3.499839
PIM1	-3.5004375
GC	-3.500459
CAPN11	-3.5014186
KLK1	-3.5016136
RAB9A	-3.501927
MATN1	-3.5019622
MMP11	-3.5019803
LTB4R2	-3.502076
ZNF519	-3.502102
GTF2A1L	-3.5022476
MAGED1	-3.5023232
HTATSF1	-3.503367
FA2H	-3.5034873
SLC5A8	-3.5036197
RPL15	-3.5039983
P2RY2	-3.5040336
SEC14L1	-3.504156
CLEC1B	-3.504188
TRAPPC11	-3.5043392
SLC35B2	-3.5043855
ZNF175	-3.5044217
WWOX	-3.5049114
FCN3	-3.5052586
NFATC2IP	-3.5056846
CD109	-3.5061443
NMNAT1	-3.5065632
RGS4	-3.5067916
BTN3A1	-3.507084
PFKM	-3.5071888
ZNF17	-3.507544
SLC30A4	-3.507583
SKAP2	-3.507916
SHC4	-3.5079236
S1PR4	-3.5080242
NODAL	-3.508103
SH2B3	-3.508107
HS3ST1	-3.508529
SPRR2G	-3.5088947
CXCR6	-3.508946
BLOC1S6	-3.5091095
DHX35	-3.509676
SURF4	-3.5097637
ADAMTSL5	-3.509769
PEX6	-3.5102463
IL2	-3.5104973
CXCR3	-3.5108712
KLRF1	-3.5112853
TPI1	-3.5115948
KATNA1	-3.5117981
HADHA	-3.5118008
RNF19A	-3.5118575
AGPAT4	-3.5121117
ICMT	-3.5122197
PIGB	-3.5125618
LEO1	-3.513171
GGT6	-3.5137143
D2HGDH	-3.513906
LYPD3	-3.514352
GLRX	-3.514365
MYLK2	-3.5144901
ZNF655	-3.514798
COL21A1	-3.5150456
GUF1	-3.5153632
LUC7L	-3.5159175
LEMD3	-3.5162613
BAK1	-3.5163827
NCKIPSD	-3.5168843
TNFSF14	-3.5169666
GORASP1	-3.517226
MAEL	-3.5172825
GFI1	-3.5177398
SYNE4	-3.5181732
IP6K1	-3.5182393
DYRK1B	-3.518245
SREK1	-3.5183578
HSD17B10	-3.5183582
UBE2Q1	-3.5186431
NUDT7	-3.5186794
TDRKH	-3.518743
C1QBP	-3.5189083
PIGS	-3.5192943
KRIT1	-3.519523
RTP2	-3.519954
RPL34	-3.520352
FYTTD1	-3.5203853
CCDC80	-3.5205662
ARHGAP27	-3.5207372
USP30	-3.5207703
DEK	-3.5208976
LAMTOR1	-3.5210426
COX7A2L	-3.5211232
OPHN1	-3.52115
HNRNPA1L2	-3.5211792
PISD	-3.52142
NQO1	-3.521611
SNX17	-3.52177
CARF	-3.5218513
IL27	-3.521854
HSF2	-3.5221004
COL6A5	-3.5221791
RALY	-3.5225265
ST6GAL1	-3.5229187
RBM15B	-3.5230343
RPS18	-3.523901
IPO13	-3.5239558
NAA35	-3.524609
PPP4C	-3.5246387
CXCL5	-3.5246842
INPP5E	-3.5248063
ZNF554	-3.524938
ACSL3	-3.5249944
TBCE	-3.525188
FUCA2	-3.525385
ATP6V0D2	-3.5255966
MANEA	-3.5259368
GSTZ1	-3.5265198
DHX8	-3.5266144
TMF1	-3.5269978
PSMB10	-3.52749
RND1	-3.5276604
MIP	-3.5277019
DSPP	-3.5278344
SYVN1	-3.5279346
ZNF708	-3.5287552
MRPL15	-3.5290542
UHRF1	-3.5291104
NHLRC3	-3.5292861
SLC5A6	-3.5296593
TNFRSF17	-3.529766
ETFB	-3.530162
CAMKK1	-3.530337
BIN2	-3.530358
MAL	-3.5313206
PGF	-3.5317032
WWP2	-3.531711
SKP1	-3.5320296
CEACAM5	-3.53214
PRPF3	-3.5321414
SIAH1	-3.5328434
CRABP2	-3.5329857
CEACAM7	-3.533254
IL22	-3.5334136
B4GALT6	-3.53361
ZNF219	-3.5340633
PSMD10	-3.5341423
UXS1	-3.5344608
FBXO27	-3.5344994
TNNC1	-3.534779
NLGN2	-3.5348935
CCL13	-3.5350113
IFT80	-3.535483
CMTM6	-3.5358548
GHRL	-3.5362372
NPC2	-3.536366
ANKRD28	-3.5366511
SAT1	-3.5370917
C9orf72	-3.537124
VPS37A	-3.5375545
ACVR1C	-3.5375626
ABHD12	-3.5381508
AIF1	-3.5387433
FBXO5	-3.5388482
COPS8	-3.5396094
CHN1	-3.5396564
ATG4D	-3.5401015
RPS6	-3.540226
POLE4	-3.5405014
TNFRSF10D	-3.5407677
RASA2	-3.540811
NAPSA	-3.5409017
ARIH1	-3.541167
P2RX3	-3.5415237
TCEA3	-3.5421314
KHDRBS1	-3.5424614
SCNM1	-3.5427623
MRPS23	-3.5429153
DBR1	-3.5435257
PIGA	-3.5435905
APPL2	-3.5442169
GAPDHS	-3.5442758
ELOVL1	-3.5443168
RAB3B	-3.5445087
CSAD	-3.5445905
EIF6	-3.545052
GRPR	-3.5452049
GDA	-3.5461037
ZNF26	-3.546248
CLRN1	-3.5462673
EXOC8	-3.5463898
SLC12A1	-3.546475
SSB	-3.5466037
VWA1	-3.5467632
PNMT	-3.5469387
MYBPC2	-3.5471406
HMBS	-3.5472362
SMG9	-3.5472622
CTSH	-3.5475266
OMD	-3.5475605
ZNF74	-3.5476089
RRN3	-3.5481033
EIF1	-3.5481174
FAAH	-3.5481727
LRFN1	-3.54854
CDYL	-3.548572
CHST13	-3.5485928
ACTR5	-3.5489802
DNAJC8	-3.5490334
PPP6C	-3.549363
SYDE1	-3.5495658
PSENEN	-3.5496907
TREML2	-3.5497003
PIDD1	-3.549738
BAIAP2L1	-3.550056
TAP2	-3.550225
RNGTT	-3.5503259
RNF144A	-3.5504384
CORO1B	-3.550448
MAP1S	-3.5506198
AHRR	-3.5509079
TRIT1	-3.5509696
ID1	-3.5510287
PPP1R3D	-3.5510292
SLC26A6	-3.5512962
SRSF3	-3.5513325
PPP2R2D	-3.5513425
GGA3	-3.5518909
ZNF253	-3.5521324
SDCCAG8	-3.5524216
NDUFV3	-3.552428
SFRP5	-3.5524838
ABCB6	-3.5526042
IL13RA2	-3.5527024
TDRD3	-3.5527158
KNG1	-3.5534482
GMDS	-3.5535388
SCOC	-3.5537007
NUP35	-3.5537992
RRP9	-3.553941
CHP2	-3.5539894
NAA16	-3.5540402
PPP6R2	-3.5546317
POLR3GL	-3.554797
TDGF1	-3.555003
DRD1	-3.555177
CHSY1	-3.5555027
KDM8	-3.5556283
WBP4	-3.5557084
DLK1	-3.5563037
MAGOHB	-3.5564716
CHRNA5	-3.556972
ALDH3A2	-3.5573096
KRT72	-3.5576167
CERS6	-3.557822
EIF5B	-3.5581195
CHDH	-3.5584743
NUDC	-3.5586762
ARFGAP3	-3.5586839
GCC1	-3.5587227
PLA2G12A	-3.558728
CIAPIN1	-3.5591366
CRBN	-3.559578
ZC3H8	-3.5596282
CHKB	-3.5602334
KCNJ16	-3.5606105
PARK7	-3.5609622
RNF135	-3.5610225
ERLEC1	-3.5615654
CATSPER2	-3.5618057
DUSP9	-3.561978
RNASEH1	-3.5620618
RGS18	-3.56257
PAIP2B	-3.562806
ZMYND10	-3.5629494
PAFAH1B3	-3.5631351
VGLL4	-3.5636563
CHPF	-3.563853
CSNK1G2	-3.5653014
LSS	-3.5656028
POLR1C	-3.5659873
NAPB	-3.5660412
ERAL1	-3.5661724
MYOC	-3.5663848
MOCS1	-3.566473
NR2F1	-3.5669606
CEP76	-3.5673904
ZNF215	-3.5674412
IL1RL2	-3.5674992
DNAJC5	-3.5676384
NMT1	-3.5676923
LTBP3	-3.5680528
CLIC4	-3.568245
ZNF561	-3.5683491
DPEP1	-3.5687306
MBTPS2	-3.568898
