	score
OOEP	-3.1863537
WIPF2	-3.1864655
PAIP2B	-3.188485
FGF10	-3.1886494
TGFBRAP1	-3.1887329
ATP6AP2	-3.1888952
B4GALT2	-3.1889496
TGFB1	-3.1890752
BIRC3	-3.1891174
NDST2	-3.1894321
PTPN22	-3.1896455
ADAM9	-3.190057
CD244	-3.1909447
SSTR1	-3.191159
NECAP1	-3.1914895
PPIL4	-3.1915147
HSPA4L	-3.1915677
PRG2	-3.191844
ASRGL1	-3.191881
CNOT3	-3.1919296
FOLH1	-3.1922624
SPAST	-3.1929102
PTPN7	-3.1929874
AFG3L2	-3.1930678
DHX35	-3.1931372
GSTZ1	-3.193158
ITPK1	-3.1931865
PGS1	-3.1933062
GALNT11	-3.1934536
BET1	-3.1935208
B3GAT2	-3.1938372
ETFDH	-3.193842
CYTH4	-3.1941898
TNFRSF9	-3.1945333
TNFRSF10D	-3.1945736
RANBP10	-3.194582
RPS15A	-3.1951225
ZNRF1	-3.1952028
UBTF	-3.1954517
PDPN	-3.1958368
CXCL10	-3.196329
RBP5	-3.196349
PAH	-3.1964302
RECQL	-3.196907
PDHX	-3.1969416
CCDC88C	-3.1969917
STRADA	-3.197541
PDLIM1	-3.1977017
LBP	-3.1980371
POLR1B	-3.1984196
LHX8	-3.1985185
STX8	-3.1989138
RAD9B	-3.1989615
RAMP2	-3.1990016
MRPL38	-3.1991394
HLTF	-3.1992939
GPCPD1	-3.1993372
ATG10	-3.1996815
TGFB3	-3.199812
NDUFS7	-3.2000625
MEFV	-3.2000997
IL23A	-3.2005494
KDELR2	-3.2019126
CX3CL1	-3.202429
RETSAT	-3.202938
MASTL	-3.2030442
TAX1BP1	-3.2031574
TCEA3	-3.2032156
POLR2D	-3.2032864
LONP2	-3.2034752
C2	-3.2036855
TRDN	-3.203887
AKR1D1	-3.2039678
GABBR1	-3.204216
MEX3C	-3.2045882
MIP	-3.2046375
DNAJA1	-3.2048476
ANAPC10	-3.204858
CDH17	-3.2049286
DMTN	-3.2049627
TALDO1	-3.2052295
ZNF544	-3.2052815
ELOB	-3.206127
ZNF33B	-3.2063715
LRCH1	-3.206426
XRCC4	-3.2069886
PRPF19	-3.2070007
ABCB7	-3.2070827
GLMN	-3.2071438
CXCR5	-3.2075045
PPP2R5B	-3.2076416
BLK	-3.2077444
SLC15A4	-3.20802
USP4	-3.2081425
SART1	-3.2086067
STX4	-3.208617
ADAMTS6	-3.2087028
TRIM35	-3.2088661
MOGS	-3.2093983
PRMT6	-3.2099211
CCL4	-3.2099617
ZNF224	-3.2101667
VPS53	-3.210226
CLCNKA	-3.211466
MRPS21	-3.2114801
CHP1	-3.211879
ZNF671	-3.2123125
TRO	-3.2128813
LFNG	-3.2130191
DERL1	-3.213651
ALDH6A1	-3.2137244
MRPL36	-3.2138386
AUTS2	-3.2140522
GAD2	-3.2141445
USO1	-3.2143564
CLDN1	-3.2150404
NOL11	-3.2152548
DDN	-3.2155182
APH1A	-3.2155554
LGALS8	-3.2156088
NLGN2	-3.216586
F2RL1	-3.2174714
NLGN1	-3.217604
HOXB2	-3.2178357
SRD5A1	-3.2182941
KCNJ15	-3.218956
LCAT	-3.219178
DNAJC10	-3.219229
MRPS15	-3.2197192
RELT	-3.2204285
CHST3	-3.2204921
UMPS	-3.2205455
CHPT1	-3.220623
ZNF426	-3.2206829
MGAT4B	-3.220866
RNF115	-3.2220833
ZNF678	-3.2223415
ZNF23	-3.2224
ZNF510	-3.2225034
NFX1	-3.222519
NR1D1	-3.2225907
COMMD6	-3.2231696
MGAT5	-3.223175
AQP5	-3.2238119
ZNF763	-3.2240431
SIRT1	-3.2243147
FPGS	-3.224331
RFK	-3.2245922
LGALS3	-3.225706
SLC2A9	-3.2257164
RND1	-3.2258322
SEC22B	-3.2270489
CCNL1	-3.227114
ARSB	-3.2271411
IMP3	-3.227317
POLI	-3.2275941
FBXO10	-3.227602
PPP2R3A	-3.2279816
COPB1	-3.2280662
FANCE	-3.228279
IMPA1	-3.2283156
C6	-3.2283669
LAMP2	-3.2284424
ARPP19	-3.2285244
SUPT20H	-3.2285278
CCDC22	-3.2285335
PTPN2	-3.2293994
SLC5A8	-3.2301493
ILKAP	-3.230254
JUND	-3.2306385
MBIP	-3.230674
FXYD3	-3.2306883
GEMIN7	-3.2306921
VDAC2	-3.2310982
STXBP4	-3.231467
NMD3	-3.2315464
ACAA2	-3.231676
ALDH5A1	-3.2320087
TIMM17A	-3.2320902
BPNT1	-3.2326448
LYZ	-3.2326622
ABCD1	-3.2326908
SPIRE1	-3.2327201
CD40LG	-3.232729
GFM1	-3.2330344
RAD51C	-3.2335682
PRPF3	-3.2339394
DSG1	-3.2340925
CPD	-3.234185
MAP1LC3C	-3.2342827
LMAN2	-3.2344053
E2F6	-3.2345307
P2RY14	-3.234747
MARCHF6	-3.2350607
CCNG2	-3.2352264
AKR1C3	-3.2353241
ASS1	-3.2355168
ADAM19	-3.2355783
RAD51D	-3.2363641
ST8SIA2	-3.2365913
PCDHGB3	-3.2374926
TEAD3	-3.2379167
DNM1L	-3.2385502
EBP	-3.2388728
DPP7	-3.2391376
TMED9	-3.2393444
UCP2	-3.2395754
GIT1	-3.2397153
NOP58	-3.2397354
ZDHHC8	-3.240022
PLEKHG3	-3.2405376
RGS9	-3.2409804
CYP4F8	-3.2416563
P4HA2	-3.2418106
RAB3B	-3.2418385
TRIB3	-3.241867
CMTR1	-3.242258
ESD	-3.2425919
MBOAT7	-3.2428386
NNAT	-3.2429178
CYP24A1	-3.2431686
ST3GAL6	-3.243241
BFSP1	-3.2436268
PER3	-3.2438972
HAO1	-3.2440212
TAGLN	-3.244297
NDUFV2	-3.2445927
GSTM1	-3.245369
ATP6V1G2	-3.2454355
SMAP2	-3.2458637
ST3GAL4	-3.246051
ARL4A	-3.246135
MIDN	-3.2465222
CBX1	-3.2466075
ST8SIA1	-3.2467186
PTPN12	-3.246877
TAS1R3	-3.2471256
GABRA1	-3.247483
SHB	-3.2480736
NUDCD3	-3.2480743
SDR16C5	-3.2482204
RPL3L	-3.2483132
MMP2	-3.2484276
UBQLN2	-3.2486782
EARS2	-3.2489188
THOC5	-3.2490447
LILRB2	-3.2491608
ECM1	-3.249451
CHRM5	-3.249755
DUSP7	-3.2498035
LMCD1	-3.2498271
ZNF107	-3.2498648
EPB42	-3.250226
GRSF1	-3.250307
GADD45B	-3.2507756
VPS72	-3.250909
AKR7A3	-3.2520485
C17orf75	-3.2520912
SEMA4A	-3.2522647
TUBA8	-3.252425
PRDM6	-3.2526932
BLNK	-3.253046
MYT1	-3.2531497
UQCRFS1	-3.2532597
TOM1	-3.253352
PLEKHM2	-3.2535553
MRPL47	-3.2535894
IDH2	-3.2537632
GAP43	-3.2538955
CNDP1	-3.254036
GBP2	-3.2543385
OSTC	-3.254491
ALPP	-3.254694
LIPE	-3.2547672
SYT5	-3.2548428
SCARA5	-3.254865
TRIM5	-3.2549512
PCOLCE2	-3.2549522
HIPK3	-3.254965
BAG4	-3.2551587
ASPA	-3.2553284
HRH3	-3.255544
HAP1	-3.2563436
RAB12	-3.2564573
LAMB3	-3.2570364
P2RY6	-3.2576056
UNC45A	-3.2577136
SIX3	-3.2582977
DTX3	-3.2584963
NSMAF	-3.2586758
PDCD10	-3.2588432
SPTSSA	-3.2589066
C1GALT1	-3.2590075
ALOX15	-3.259018
SLC2A14	-3.2590942
MT-ND6	-3.2591076
COG6	-3.2592525
DBF4	-3.259882
CNIH2	-3.2598884
KLHDC2	-3.2606106
SERPINF2	-3.2610676
FCAR	-3.2611465
GNG5	-3.2616336
FOXG1	-3.261779
CHFR	-3.26184
ATG4A	-3.2621338
UNKL	-3.2622044
PLA2G10	-3.2623062
KCNG3	-3.2633526
CRTC2	-3.2642605
HSF2	-3.2644374
MRPL12	-3.2644825
RFX6	-3.2645638
PTX3	-3.265385
HDAC10	-3.2654235
HAUS3	-3.265602
ARFIP2	-3.2659147
PCYOX1L	-3.2661922
ZNF256	-3.2662103
LIMS1	-3.2669303
CD27	-3.2670777
RPAP2	-3.2672217
RRP1	-3.2674599
TLE2	-3.2675135
MTNR1B	-3.268016
GTF3C3	-3.2680285
MYL12A	-3.268514
ING4	-3.2686472
RPL24	-3.268719
ZNF44	-3.2695167
IFT80	-3.2696056
DHODH	-3.269776
TRIM27	-3.2697785
TNFRSF4	-3.2699325
SEC62	-3.2700183
MLNR	-3.270221
CCDC59	-3.270478
COQ9	-3.2706375
CHAF1B	-3.2710314
PUS1	-3.271617
MMS19	-3.2717218
HSD11B2	-3.271906
GGA2	-3.2722676
SAR1A	-3.2728226
ONECUT1	-3.2733161
AP3D1	-3.2736921
TFAP4	-3.2739575
FA2H	-3.2741144
LYPD5	-3.2745469
RPL36A	-3.2750027
TUBGCP3	-3.275304
TADA2A	-3.2755115
IL17RE	-3.2771492
FGF12	-3.2772589
FOXA2	-3.2773514
TDRD3	-3.2774837
RAB27A	-3.2776785
PHF5A	-3.2777061
CCDC106	-3.278082
SPIDR	-3.2786236
PSEN1	-3.278825
STRN	-3.2791843
IL10RA	-3.2799206
SULT2B1	-3.2799308
CFHR4	-3.2800941
PAX7	-3.2804554
ABHD6	-3.2804854
ERLIN1	-3.2805843
CHAT	-3.2806072
PHF1	-3.2811337
PPP1R3A	-3.281456
LRRC8B	-3.281865
ARF5	-3.2819188
DUSP9	-3.2819822
CENPB	-3.2819822
CNTNAP1	-3.2826207
ZNF347	-3.2830613
SRRM4	-3.283144
INPP5F	-3.2831671
CDC73	-3.2833195
TREH	-3.2839592
ZNF562	-3.2840023
SMPD3	-3.2841082
MAN1B1	-3.2843082
ARFGAP3	-3.2846947
PGAP2	-3.2848148
ZNF662	-3.2848759
SCAF1	-3.2849343
ACD	-3.2849834
ANO9	-3.2852027
SIRPB1	-3.2855587
LMX1A	-3.28576
SCYL1	-3.2859056
PRKCG	-3.286013
BRWD3	-3.2861888
USH1C	-3.286316
PIGS	-3.2869701
ALDH4A1	-3.2870672
SYNPR	-3.287118
HMGN3	-3.2871752
DHH	-3.2872226
FKBP8	-3.2876225
EIF6	-3.2878218
CST3	-3.287979
CDC25C	-3.2880256
RBP1	-3.288236
AGPAT1	-3.2883856
POLR2G	-3.2887208
NOS2	-3.288757
PARVG	-3.2893562
EXOC3	-3.2893794
PELI1	-3.2893798
VPS11	-3.2896683
OTUB1	-3.291076
CERS4	-3.2911088
USP1	-3.2913103
POFUT2	-3.2913504
TTC30B	-3.2920315
CSF2	-3.2920606
BGLAP	-3.2924492
ERN1	-3.292537
LYPD3	-3.2927215
SLC22A2	-3.2928505
KREMEN1	-3.292962
COTL1	-3.2934616
FBXO31	-3.2935228
LEMD3	-3.2936468
HDAC7	-3.2937577
ACAT1	-3.2938278
KIR2DL3	-3.2939138
PYCR2	-3.294469
BCKDK	-3.2947547
EIF2B5	-3.2949772
CAMKK1	-3.2949798
ECI2	-3.2951565
TRIM8	-3.295414
ZNF8	-3.2954588
HENMT1	-3.2956884
VIPAS39	-3.2960017
MYBL1	-3.296468
CXADR	-3.296511
HTR4	-3.2965114
DHCR7	-3.2966764
CDK2	-3.2972243
USP21	-3.297491
SMC6	-3.297655
SCNN1A	-3.2978077
DERL2	-3.2979481
DPAGT1	-3.2983367
WDR59	-3.298435
MYL2	-3.2984753
PNPT1	-3.298722
PPIE	-3.2990863
CACNG7	-3.299249
POR	-3.2999403
REXO1	-3.3000314
POFUT1	-3.3008127
NME8	-3.300843
RASSF1	-3.3009522
ITIH2	-3.3019505
RPN1	-3.3028774
CMPK1	-3.3030186
THSD4	-3.3035228
CASQ2	-3.3036525
HELB	-3.3046677
PPA1	-3.3049343
PTPN1	-3.3051586
VTCN1	-3.3052208
RNF165	-3.305804
PTGER2	-3.3058717
PPP1R14A	-3.306468
ACVR1	-3.307151
ALG2	-3.307563
PITPNA	-3.3076026
RINT1	-3.3076363
MLPH	-3.3076723
HOGA1	-3.3085155
DMAP1	-3.3087552
MAOB	-3.3092995
PTPN23	-3.3095093
SEPTIN2	-3.3095856
C8B	-3.30959
OCLN	-3.3095944
MCFD2	-3.3104858
LSG1	-3.3106232
SPATA2	-3.3108501
RCHY1	-3.311389
JMY	-3.3117263
NR1I2	-3.3118057
MTPN	-3.3118322
CIDEB	-3.3118515
ZNF214	-3.311867
CASTOR2	-3.3121083
GBP4	-3.312384
GLO1	-3.312398
PIWIL4	-3.3124657
STIM1	-3.3125432
TBC1D14	-3.3130124
MRPS18B	-3.3132267
KCTD6	-3.3136368
AUH	-3.3139696
MAL2	-3.3141222
NTNG2	-3.3143885
PARP9	-3.3144798
HS3ST3A1	-3.3148663
YBX3	-3.3149273
POM121C	-3.315139
UQCC1	-3.315728
USF1	-3.3157418
SPDYA	-3.3162277
CHKB	-3.316489
RASA4	-3.3167064
MRPS16	-3.3167229
MYLK2	-3.316724
DENND1C	-3.316946
CEP162	-3.317025
ST6GALNAC2	-3.3171053
PPT1	-3.3179846
RBL2	-3.318326
SRP54	-3.3187616
ALKBH5	-3.3188114
RNF6	-3.3191917
HMGCS2	-3.3193533
MAP1S	-3.3194296
MED21	-3.3194447
RPA3	-3.3194492
BCAP31	-3.319668
CRHBP	-3.3198376
ADGRB1	-3.3199606
UGT8	-3.320345
HSPB2	-3.3209515
UPF3A	-3.3209846
HLA-DMA	-3.321106
FBXL17	-3.3213787
AP3S1	-3.3220673
GMEB1	-3.322135
MRPL20	-3.3224227
EIF3CL	-3.3226001
ASIC1	-3.3229063
ZFAND6	-3.323179
LIMD1	-3.323459
NCF4	-3.3238773
NUDT5	-3.323882
BBOX1	-3.3241215
SLC39A1	-3.3246937
ACSS2	-3.3247201
STX12	-3.3251781
POLR1D	-3.3254554
ALDH1L2	-3.325957
PRDX6	-3.325989
VWA1	-3.326018
FLOT1	-3.3260715
SIK1B	-3.3261642
EHD1	-3.326169
REC8	-3.3262794
ACTA1	-3.3265886
FOXO3	-3.3266697
SPRR1B	-3.326884
SNX8	-3.327308
GLIPR1	-3.3274546
MTO1	-3.3275373
VASH1	-3.3277779
TMEM63A	-3.3283226
DDO	-3.3291912
WDR82	-3.329512
MAGEH1	-3.32977
ISX	-3.329889
SPNS1	-3.329918
GTPBP4	-3.330382
NR1H2	-3.3305237
ZP3	-3.330578
FOXH1	-3.330926
CARD10	-3.3324091
LIN37	-3.3326533
NOB1	-3.3328102
LSM4	-3.3330467
GGCX	-3.3337193
GABRG2	-3.3339577
ARRDC3	-3.333985
FGD2	-3.3342311
TRAPPC2	-3.3342407
MRPL39	-3.3343823
KCNN1	-3.3345091
TEFM	-3.3346214
ARL4C	-3.3351219
LRRC6	-3.3357773
P2RX3	-3.3357894
FARS2	-3.3358738
DDIT4L	-3.3358867
SLC18A1	-3.3363667
CTRB2	-3.336584
C4BPB	-3.336876
CRELD2	-3.3371055
ADHFE1	-3.3371956
CHSY1	-3.3372698
SCN2B	-3.3373244
SEMA4D	-3.3374622
ZNF267	-3.3375788
FADS6	-3.3378847
USH1G	-3.338211
MED20	-3.3385494
GCK	-3.3386548
LUC7L	-3.338775
ZNF219	-3.3387873
GALNS	-3.3387916
PMF1-BGLAP	-3.3389237
AZIN1	-3.3391507
PELP1	-3.3392303
EMG1	-3.3392398
GUF1	-3.3392563
ISL1	-3.3392708
FOSL1	-3.3393078
CPLX2	-3.3395016
IKZF3	-3.3395722
CALCA	-3.3396103
MOB1B	-3.3396928
UBE4A	-3.3397052
LY6G6C	-3.3397534
PCDHAC2	-3.3399684
RBM4	-3.340144
MAP2K6	-3.3402426
ANGPT2	-3.3404896
CTSO	-3.3407118
SNX12	-3.3410118
ACOT12	-3.3414345
POLE4	-3.341574
GCLM	-3.342326
GGT1	-3.3423803
HRK	-3.3432865
SLC6A4	-3.343855
ZBP1	-3.3441365
RND3	-3.3444116
METTL3	-3.3444316
JADE3	-3.344478
RRP7A	-3.3445776
CEACAM7	-3.3446743
EXOC5	-3.3449705
MRPS14	-3.3452034
CBX6	-3.3456495
MC1R	-3.345724
PPP1R12C	-3.3459084
SNAP23	-3.3459272
ACSM2B	-3.3460085
FCHSD2	-3.3462155
RBM22	-3.3462715
SYN2	-3.346288
EIF3F	-3.3464296
TSPAN33	-3.3464863
CCR6	-3.346671
SEC22C	-3.3467789
ICAM1	-3.3468697
RPS13	-3.3470256
CD63	-3.3474019
RPL37	-3.3476906
WWP2	-3.3477325
CGA	-3.3479064
NTF4	-3.3480484
LRAT	-3.3480504
RPL36	-3.348179
CCZ1	-3.3482172
CAPN6	-3.348899
ERGIC2	-3.349016
FUT8	-3.3490593
FOSL2	-3.3498774
CHMP2B	-3.3499477
BFSP2	-3.349971
THOC1	-3.3505337
ZKSCAN1	-3.350837
RPL34	-3.3512917
ZNF473	-3.3514516
TOR1B	-3.3515427
FCN2	-3.3516595
ABCD2	-3.351713
FBXO7	-3.3519309
PES1	-3.3521957
B4GALT3	-3.3522203
MAGT1	-3.3522692
RGS7BP	-3.352391
TUBD1	-3.352396
TRIM29	-3.3523998
MAP3K5	-3.3528788
GFI1	-3.3534362
NCK2	-3.3535917
SLAMF1	-3.3538454
ICAM3	-3.3538902
DENR	-3.3540173
CASP1	-3.3540204
MGAT1	-3.3542454
UBE2R2	-3.3543804
CREB3L4	-3.3544757
ZRANB1	-3.3545382
PSMC2	-3.3546617
MAP4K3	-3.3549445
SLC6A3	-3.354985
ISLR	-3.3550117
RPL12	-3.3550415
ORMDL3	-3.3551743
VPS37C	-3.355222
MBD4	-3.3554432
SLC45A2	-3.3560197
COX20	-3.3562374
PREP	-3.3564434
MMP17	-3.35662
C1R	-3.3570318
KCNA2	-3.3579054
CEPT1	-3.358135
HSBP1	-3.3585465
BAMBI	-3.3586166
DBI	-3.358794
ERGIC1	-3.359106
LEFTY1	-3.3595266
ATP6V1B1	-3.3595603
ZNF17	-3.359647
RAB3GAP1	-3.3600922
HMBS	-3.3600924
NAE1	-3.3605814
WIF1	-3.3609722
TRAF3IP2	-3.3615417
SKA3	-3.3617198
NCF1	-3.3620377
CMTM7	-3.3620672
ZKSCAN3	-3.362152
ZNF84	-3.362216
TSNARE1	-3.3624039
QSOX1	-3.3625367
NSUN4	-3.3625984
TXK	-3.3627603
GTF3C4	-3.3629787
KIRREL2	-3.3631961
LAMTOR1	-3.3632824
ACADVL	-3.3633502
IGSF8	-3.3634796
TXN	-3.3635209
SRPRB	-3.3637698
PYGO2	-3.363847
TP53AIP1	-3.363856
RPS6KB1	-3.364025
HOXA2	-3.3640764
SOAT1	-3.3649673
UTP3	-3.3652484
SERPINC1	-3.3652966
CRKL	-3.3654678
RING1	-3.3655932
SERINC3	-3.3657303
CHORDC1	-3.3661778
ZBTB33	-3.366357
SCYL2	-3.3664923
ZNF343	-3.3665588
AMDHD1	-3.366731
APLP1	-3.366913
ABCF2	-3.366998
STUB1	-3.367109
LHCGR	-3.3673859
SSU72	-3.3674686
TFB2M	-3.3675277
DET1	-3.3679688
RCL1	-3.3680127
SRL	-3.368089
VPS37A	-3.3688335
ZNF333	-3.368924
HAND1	-3.3689315
B4GALNT1	-3.3690007
CCM2	-3.3694093
SLC25A27	-3.3695529
CLIC1	-3.3697455
GPR21	-3.3703403
DHX32	-3.3704207
ZNF436	-3.3705666
UPP2	-3.3706112
ENPEP	-3.3706245
GDE1	-3.3706398
ERP44	-3.370922
MFSD12	-3.3713562
TNFRSF13B	-3.3715534
MYH2	-3.3721027
ZRSR2	-3.3721797
NPFFR1	-3.3724957
UBA1	-3.3725033
CDK11A	-3.3727062
LMAN1	-3.3731506
CLDN15	-3.37374
ZNF845	-3.3739765
HOXB7	-3.3740206
PRTN3	-3.374038
TAF9B	-3.37439
RAB5B	-3.3751228
PDYN	-3.3754036
RNF7	-3.3754814
ANAPC16	-3.3758144
GDI1	-3.3759403
GK	-3.3768651
NAP1L4	-3.377155
MAP3K2	-3.377755
FXYD2	-3.3778703
ACOX2	-3.3784513
UTP6	-3.3787355
STIM2	-3.3787873
TSEN2	-3.3791168
EXOC8	-3.379258
FBXO15	-3.3793447
PATL1	-3.379545
EAF1	-3.3799303
CHMP4C	-3.38019
EYA3	-3.3804455
SECISBP2	-3.380537
ZNF211	-3.380723
ESRRA	-3.3807328
BTBD2	-3.38111
GATA4	-3.381197
HLA-G	-3.3812068
CDS1	-3.3812206
LRP3	-3.3814876
SUMO3	-3.381777
B3GALNT2	-3.3823588
GIPC1	-3.3826363
GLS2	-3.3827133
PRKX	-3.3827174
BUD13	-3.3828506
SACM1L	-3.3828714
AP1S2	-3.3829582
MTIF2	-3.3840382
LTB4R2	-3.384162
TOR1A	-3.3843505
HGFAC	-3.3844063
CLCN6	-3.384504
CERS6	-3.3845367
GLRX	-3.384718
HTRA2	-3.384786
DDC	-3.3849335
TLR6	-3.3850439
RAB11B	-3.385102
PPP4R2	-3.3854291
DCUN1D2	-3.3855927
RHBDF2	-3.3863323
SIKE1	-3.3865912
MVK	-3.3867989
YOD1	-3.386837
QTRT1	-3.3869789
ATG9A	-3.3876667
RNF4	-3.387863
FUT2	-3.3892221
FBXL4	-3.3892543
TMEM50A	-3.3895175
NDUFA13	-3.3903053
TRIM41	-3.3906748
MMP25	-3.3907032
RGS19	-3.3910673
BET1L	-3.3911695
NAA10	-3.3913715
APOC4	-3.391445
RPF2	-3.3916295
SNAPC3	-3.3917348
ZNF398	-3.3918266
SERP1	-3.3923018
MFSD2A	-3.3924644
REP15	-3.392606
MAX	-3.392728
GBA2	-3.3934066
DTX3L	-3.393449
C7	-3.3940423
ZNF195	-3.3940468
ZNF674	-3.394099
PTGFR	-3.394151
GRIN2C	-3.3944054
CTSF	-3.3945887
CLGN	-3.3947704
MED4	-3.3950644
EIF2AK2	-3.395277
DYNLT1	-3.3955224
MAGOHB	-3.3955834
TPCN1	-3.396532
ZNF699	-3.3969548
CRHR2	-3.3973634
GBP1	-3.3982866
RMDN2	-3.3982887
CHST10	-3.3983326
EDA	-3.3988247
GNS	-3.3989508
SLC25A28	-3.399062
NEDD9	-3.3992426
PRDX3	-3.399254
KRT3	-3.3994722
UBA7	-3.3995552
PIGB	-3.399888
PTAFR	-3.4001236
ZNF124	-3.4002962
DCUN1D4	-3.400443
NSA2	-3.4007428
CDC42EP5	-3.4008892
UBA3	-3.4009645
ZNF689	-3.4017537
TSG101	-3.4019806
SMC1B	-3.402524
CRABP1	-3.402828
ARL6IP5	-3.4028587
GPD2	-3.403005
INTS5	-3.4033368
PAK4	-3.4033487
RHOF	-3.4037082
ICOS	-3.4039967
KCNE3	-3.4040167
RIT2	-3.4042528
SP100	-3.4043999
TRAF3IP1	-3.4046285
RRAS	-3.4050267
ENO3	-3.405095
MAPK12	-3.405636
ELMO3	-3.4056664
DCUN1D3	-3.40577
IDO1	-3.4059963
FBXO30	-3.4063919
LEFTY2	-3.4067929
UBE2B	-3.4068282
RARS2	-3.4071815
TRIP6	-3.4078405
UBFD1	-3.4086857
PIK3R3	-3.4093425
CDK5R1	-3.4094198
POU4F1	-3.4094994
GDI2	-3.4097588
AIPL1	-3.409916
P2RX5	-3.4103205
PPBP	-3.4105837
ETF1	-3.4107468
ERCC8	-3.4109898
MDH2	-3.4111164
SCARF2	-3.4113512
PRDM7	-3.4116173
AMHR2	-3.412204
GRID2IP	-3.412288
NEU1	-3.4127464
RPL7L1	-3.4127827
CALB2	-3.4128768
MAGED1	-3.4129484
NMNAT1	-3.4130871
EPB41L5	-3.4134252
TDRD6	-3.4138267
GREM2	-3.41383
SLC2A8	-3.414117
CYP3A5	-3.4141695
UBE2G1	-3.414334
ESAM	-3.414463
TAF6L	-3.4148252
SMC5	-3.415014
PYDC1	-3.4161224
S1PR2	-3.416167
TBCE	-3.4163094
ACVR1C	-3.4163296
EDN2	-3.416343
PDK1	-3.4164543
AARS2	-3.4165535
TLL2	-3.4165688
EXOSC8	-3.417057
ZNF675	-3.4170787
FAU	-3.417115
ZNF655	-3.4176407
CACNG6	-3.4176645
NDUFS5	-3.4179246
CPA1	-3.4190614
TOMM22	-3.4192944
HTR3D	-3.419922
ENTPD2	-3.4199302
MAD2L2	-3.420211
ABCC8	-3.4203215
RIC8A	-3.4215276
PLA2G6	-3.4215877
MRPL49	-3.4222438
MRPL13	-3.4224374
DDX27	-3.4226334
ATP6V0D2	-3.4233313
MAPK8IP2	-3.4233768
PTPRCAP	-3.4236996
GAMT	-3.4237592
ABAT	-3.4238005
PLCZ1	-3.4241703
CLPB	-3.4244893
POLR2J3	-3.4249556
ZNF283	-3.4250185
CERK	-3.4250908
ZNF431	-3.425537
LIPC	-3.4255981
NOL10	-3.4256508
CRTAP	-3.4256785
CRYAB	-3.4260151
ADSL	-3.4261825
SUOX	-3.4268475
PPP1R14D	-3.4271448
ATP6V1G3	-3.4273825
PSMB6	-3.4275541
ROPN1L	-3.427765
POLR3C	-3.4280007
RNH1	-3.428119
RIT1	-3.4282246
GRXCR1	-3.4282792
ZNF335	-3.4284356
CDK5	-3.428498
ALG8	-3.4287205
BATF	-3.428964
EFNA2	-3.4289677
MYBPC2	-3.42943
A1BG	-3.429591
CERS3	-3.4297388
MYSM1	-3.4298954
SH3GLB1	-3.4299104
ACP5	-3.4299724
IFI27	-3.4299984
MGMT	-3.4300072
ZNF234	-3.4301937
MFN1	-3.4308784
TNFRSF21	-3.4312046
ALDH18A1	-3.4314325
MLX	-3.4317334
LRSAM1	-3.4318917
LSM7	-3.4319782
STAR	-3.4320831
PSMA1	-3.4321501
RELL2	-3.43238
RHPN2	-3.4325142
GRHPR	-3.4327443
STK11	-3.4328105
P2RX6	-3.4328864
PCGF5	-3.4332225
CLCA1	-3.433303
RAB30	-3.4334412
RPS27L	-3.4337022
DNAJA2	-3.4340641
VCPIP1	-3.434413
THRSP	-3.4344876
REN	-3.4350014
KRT15	-3.4352264
CKMT1A	-3.4359264
AIP	-3.4362562
TYW1	-3.4362774
HABP2	-3.4368908
ZNF442	-3.4369001
NELFCD	-3.4388802
ATXN7L3	-3.43908
CABYR	-3.4393246
NRBF2	-3.4394038
DNASE1L1	-3.4402637
INTS10	-3.4403121
HNRNPUL2	-3.4405315
FFAR2	-3.4407127
ZNF616	-3.4416819
CPB2	-3.4417636
ATG14	-3.4419434
RPP30	-3.442084
DPF2	-3.4424627
NAB1	-3.4425688
IFI35	-3.4427693
EIF4EBP2	-3.4435756
DAZAP2	-3.443799
HOOK2	-3.4438202
HLA-DQB2	-3.4447901
CSNK2A2	-3.4452755
TNFRSF6B	-3.4453018
MAPK9	-3.4457464
IGFBP4	-3.4460106
TAC1	-3.4460676
ZNF669	-3.4462337
WTAP	-3.4468834
ARSG	-3.4469078
C17orf80	-3.4472353
UBE2D1	-3.4475749
DCT	-3.4476292
DOCK9	-3.4477403
TOP3B	-3.4477627
KHK	-3.4480922
XAB2	-3.4483898
ELP4	-3.4488916
KCNMB1	-3.4496877
CLEC3B	-3.4504197
DLAT	-3.4504611
TRAPPC12	-3.4510734
MTTP	-3.4512894
AP3M2	-3.451297
LPCAT2	-3.4516287
LPA	-3.451913
ZNF790	-3.452027
PPWD1	-3.4520893
JMJD6	-3.4522526
HIGD1A	-3.4526033
GSTO2	-3.452789
NMB	-3.452976
FCF1	-3.4538262
CDA	-3.4539168
TXN2	-3.4541748
TCTN2	-3.4542606
AFMID	-3.4543087
BCAR3	-3.4544322
PTF1A	-3.4547756
MMP15	-3.4549582
UBE2A	-3.4556596
BRCC3	-3.455682
DNALI1	-3.4561634
ZP4	-3.4564254
SLIT1	-3.4566176
ABLIM2	-3.4570658
RASA2	-3.4573052
TAF8	-3.4575126
BOD1	-3.4577277
NDUFA5	-3.4579086
SEC61A2	-3.4582338
BRK1	-3.4583461
PIP4K2B	-3.458512
SUPV3L1	-3.4585373
ANKRD49	-3.45854
SSBP1	-3.4585674
AASDHPPT	-3.4587994
SFTPC	-3.4589481
