	score
NLGN4X	-2.494949
ZFPM1	-2.4957716
CRMP1	-2.496269
PCDHA6	-2.4963992
CEP164	-2.497904
SLC5A1	-2.4979591
SH2D1A	-2.498516
ZNF317	-2.4989145
DTL	-2.4990766
POLR3B	-2.4993725
PTGER2	-2.4999602
MAD1L1	-2.500142
COG1	-2.5006218
COPS7B	-2.5010765
ARHGAP29	-2.5014112
SELE	-2.50145
PPP1CB	-2.5019982
INCENP	-2.5020444
UGT1A4	-2.502516
ZNF334	-2.5030098
RASSF2	-2.5032475
ZNF337	-2.5033681
KCNS3	-2.5042922
TNFSF11	-2.5044634
ATP6V0B	-2.5047605
MRPS36	-2.5050209
COL8A1	-2.505685
PPFIA4	-2.5057342
ATP6V1H	-2.5058258
MED24	-2.5058432
HK3	-2.5060754
HAUS3	-2.5070312
F3	-2.5071042
SMC1B	-2.5072021
RAB7A	-2.5075288
IVL	-2.5080462
RXFP1	-2.5084848
POU5F1	-2.5086143
PDPR	-2.5088122
JUND	-2.5092165
MTMR6	-2.5104015
CSNK1G2	-2.5108702
KRR1	-2.510908
ARHGAP10	-2.5112467
MORC2	-2.5114222
DOCK4	-2.5122054
PTP4A1	-2.512297
GADD45B	-2.5126274
POLR2J	-2.5130122
EIF4G1	-2.5130198
SORBS1	-2.5131276
ADAMTS13	-2.5133588
CR1L	-2.5134008
GATA2	-2.5134633
RING1	-2.513775
TMOD1	-2.5140622
KHDRBS2	-2.514222
APOA2	-2.5142756
IGFALS	-2.5144491
DDB2	-2.5144851
KDELR3	-2.5145042
NELFB	-2.515292
AHCYL2	-2.5153742
DCP1A	-2.515588
TLR8	-2.515756
CXCR1	-2.5160563
CCT3	-2.5161235
SOD3	-2.5167391
UCN3	-2.516841
EEF2K	-2.5176365
CSNK1G3	-2.518307
PCDHB3	-2.5190742
PLD1	-2.5192108
TTF1	-2.5195558
STAM	-2.5200531
SLA	-2.520294
PROS1	-2.5205061
HENMT1	-2.520572
CCR6	-2.5205784
AGTR1	-2.52082
RASAL2	-2.521434
CTSF	-2.521612
EDAR	-2.522312
TACR1	-2.523144
PDGFA	-2.523702
KAT8	-2.5241594
HSPA6	-2.524194
PPARD	-2.525298
EIF1AX	-2.52588
CD27	-2.5261438
LRRC4B	-2.5267527
RAG1	-2.5270596
DNAH12	-2.5285625
HLA-F	-2.5287142
NCAPD3	-2.5300558
FOSL2	-2.5310674
E2F5	-2.5310879
CHRM4	-2.5314715
CACNA1I	-2.5319688
LY6H	-2.5321383
AHI1	-2.5323513
PIK3C3	-2.5326457
INTS4	-2.5326982
PPP1R13B	-2.532934
STARD13	-2.533139
RAD23B	-2.5331583
XYLT1	-2.533583
KLC2	-2.533797
RARG	-2.5338166
COL20A1	-2.5338821
KLC4	-2.5340967
XRCC3	-2.534481
RIPK1	-2.5357115
PRL	-2.5366585
ZNF479	-2.5369318
PATL1	-2.537604
MAP2K7	-2.5385704
TPM4	-2.538579
RAD1	-2.5388417
YWHAB	-2.5389946
PYGM	-2.5396109
RRM2	-2.5397549
TNFRSF13C	-2.539778
ATP1A4	-2.5404637
SERPINA5	-2.541104
ANO9	-2.5413284
GPC6	-2.541506
NUP88	-2.541579
IL10RA	-2.54172
TNFRSF1B	-2.5418575
EPS15L1	-2.5419405
IL13RA2	-2.5421183
MPHOSPH10	-2.5428817
RPL28	-2.5430424
BMS1	-2.5430992
ACADL	-2.543149
UBA52	-2.5432684
EBF1	-2.5434694
SPTBN2	-2.5441294
CCR7	-2.54438
SFRP5	-2.5444934
EEF1A2	-2.5451634
NCL	-2.545266
EPHA1	-2.546034
MTMR7	-2.5461025
DHX38	-2.5461586
AP1S3	-2.5463955
SPI1	-2.5468185
DMAP1	-2.5470324
DOCK3	-2.5470412
RELB	-2.5475788
RXFP4	-2.5476255
FGF22	-2.5483954
GRIK2	-2.5490234
CEACAM6	-2.5492625
DRD2	-2.550148
CAMK1G	-2.5507684
RAPGEF2	-2.550931
HS3ST2	-2.5510375
PPP2R3B	-2.5517857
PGK1	-2.5518112
DPYSL5	-2.5518525
ARHGAP21	-2.551935
STRN	-2.5521023
ARNTL	-2.5525088
LTBR	-2.5527847
RDX	-2.5527933
ABCB7	-2.553217
CSTF3	-2.5534158
NR4A1	-2.5539246
TOMM40	-2.554024
EBI3	-2.554188
MKNK2	-2.5551093
TEAD3	-2.5551383
UBE3A	-2.5554678
PIAS3	-2.5556705
TNNT3	-2.556304
SFRP2	-2.5570588
ZNF23	-2.5572784
FBF1	-2.5574872
DLD	-2.5577633
RBBP4	-2.558719
PRMT6	-2.5594034
CCL11	-2.5594058
HK1	-2.5598304
NUP43	-2.560546
HDAC8	-2.5607152
VEGFB	-2.5613225
CHRD	-2.562827
SFTPB	-2.5631137
POLR1B	-2.5631328
PAK6	-2.5635214
PPFIA3	-2.5636287
SLC22A17	-2.5637927
HTR4	-2.56403
ARHGEF11	-2.5641892
CYBB	-2.5651977
ANTXR1	-2.565218
THRB	-2.5656607
CSF1	-2.5662715
HLA-DOA	-2.5663817
UTP14A	-2.5664062
BBS5	-2.5666058
PTPRA	-2.5666156
NLRP12	-2.566846
ATP1B1	-2.5671031
PAX8	-2.567173
PYCARD	-2.5672405
CNGA1	-2.5676668
TIMM50	-2.567672
PRMT1	-2.5677845
EPOR	-2.568066
RPA1	-2.5682461
THOC1	-2.5682733
TEX10	-2.5683668
HUS1	-2.5684283
NDUFV1	-2.5687141
MUC15	-2.5687308
MMP10	-2.5690825
LIN37	-2.569205
RPGRIP1L	-2.5695832
HTR1B	-2.57019
MBD3	-2.5702896
CDT1	-2.571001
ARHGEF1	-2.5714948
APLP2	-2.5718954
SFI1	-2.5721238
ENAH	-2.572737
NDEL1	-2.573157
ATG9A	-2.5732324
P2RY4	-2.5737908
BBS10	-2.573907
PPP2R2A	-2.5742168
TNFRSF11A	-2.574918
THBS4	-2.5750597
BOC	-2.5760145
TACR3	-2.5763628
ABCC2	-2.57662
LIN7A	-2.5768578
WDR3	-2.5771224
HNF4A	-2.577851
COLEC11	-2.5781186
CC2D2A	-2.578288
GCNT3	-2.579139
NPY1R	-2.5792344
MYLPF	-2.5796192
PPP1R3A	-2.5799835
ELAC2	-2.5801756
CYFIP1	-2.5804832
CCL22	-2.5806901
TFPI	-2.5812023
CDC14A	-2.5812962
STIP1	-2.581416
CNTN1	-2.5814686
TLE2	-2.581896
IP6K1	-2.5820577
CNOT6L	-2.5823038
CD3E	-2.58238
NELFE	-2.582806
GRIN3A	-2.583015
GP5	-2.5831192
HMGB2	-2.5831354
REG3A	-2.5835629
CKAP4	-2.583778
CLDN8	-2.5840013
TMED5	-2.58443
COL16A1	-2.5847816
PLK4	-2.5851507
SCNN1B	-2.5858295
CXCL3	-2.5859616
PCOLCE	-2.5863254
GNB1	-2.5867116
FGF1	-2.5868514
KLK8	-2.5872173
GULP1	-2.5873108
RUSC1	-2.5880892
ABCC8	-2.588774
HSF1	-2.588869
FGF12	-2.589173
ENPEP	-2.589207
FUS	-2.5892413
STXBP1	-2.589258
GFAP	-2.5894167
EFNB2	-2.5895307
UGT1A7	-2.5895977
FZR1	-2.589812
SPC25	-2.5898726
OXTR	-2.5901315
CDHR2	-2.590436
PDE4A	-2.590763
IL17B	-2.5910254
SCUBE3	-2.5931733
SOCS1	-2.593708
CCL19	-2.5938816
SORT1	-2.5939255
HPS4	-2.5939844
LYPD5	-2.5947187
MRPS23	-2.594861
PTPN4	-2.5948966
SNAPC4	-2.594969
ARL2	-2.5952268
IL1RN	-2.5955353
SSTR1	-2.5957634
PAGR1	-2.5957866
U2AF1L4	-2.5969307
RHOT1	-2.596963
MYO9B	-2.5970385
TMED10	-2.5974078
DNAJB1	-2.597744
NR1H3	-2.5978367
TCF12	-2.598173
MARCKSL1	-2.5984342
JAM3	-2.5985901
TAS1R3	-2.5987253
PDE1C	-2.599149
FHL5	-2.599544
TEAD4	-2.5998106
DPYSL2	-2.600581
SMURF2	-2.6008384
SUV39H1	-2.601475
DHH	-2.6016877
BTRC	-2.602004
TRPA1	-2.6024501
RAB1A	-2.6027167
AKR1C3	-2.60272
MFAP5	-2.6032994
NR2F2	-2.603382
OLR1	-2.6039047
TUBB4B	-2.604072
GCSH	-2.6048129
EPB41L1	-2.6061442
CPSF7	-2.6064405
IL2	-2.6066008
JAG2	-2.606661
PPP2R5C	-2.6070487
GRIP1	-2.6075037
CEACAM5	-2.6075995
CTLA4	-2.607644
LAMB2	-2.6076705
ADAM12	-2.6077363
DLC1	-2.6080143
EDNRB	-2.608253
KRT23	-2.608405
ARIH1	-2.6086838
RAB5C	-2.6087391
NSMAF	-2.6087482
RUNX1T1	-2.608943
EDN3	-2.609072
RFX5	-2.609822
PHLPP1	-2.60994
ACSBG1	-2.610002
ANGPTL4	-2.610586
FOXP3	-2.610606
RRAS2	-2.6107306
EXOC5	-2.6108477
CRYAB	-2.611141
PLA2G4A	-2.611206
MCM5	-2.6113763
SSTR2	-2.6123598
IL23R	-2.612447
ACLY	-2.6124964
DCHS1	-2.6125002
POLD3	-2.6133015
ABCB4	-2.6141644
INTS5	-2.6144187
APBA1	-2.6145725
RBM28	-2.6150262
ULK2	-2.6151721
GRM6	-2.6154587
DNAH14	-2.6154957
RGS19	-2.6161497
GP1BA	-2.616227
SKP1	-2.6167443
PTPRZ1	-2.617195
CD9	-2.6173856
ZNF471	-2.6183143
DPYSL3	-2.6183655
BMP4	-2.618536
CBLC	-2.6189263
CLDN7	-2.6190956
SPATA13	-2.619563
ANKLE2	-2.6199143
POLD4	-2.6206427
GYS1	-2.6209733
ADRA2C	-2.6214743
TRAPPC8	-2.6218975
GRIN1	-2.6226664
FLT3LG	-2.6230402
OXT	-2.6233196
SLC51B	-2.6234007
SLCO3A1	-2.6239073
DNALI1	-2.6241658
HRH4	-2.624484
RCAN1	-2.6247609
CDS2	-2.6252153
ACTR8	-2.62557
ARAP2	-2.6261044
ARHGAP6	-2.6274908
CFL1	-2.6276653
KIF15	-2.6278288
BAZ2A	-2.6284363
RGS12	-2.6285765
PLA2G4D	-2.629041
CHRNA3	-2.630377
COL13A1	-2.6305013
SEMA7A	-2.6308749
CASK	-2.630892
CYP24A1	-2.6315124
RAPGEF3	-2.6321363
RGS13	-2.63338
NEK9	-2.6337652
WNT16	-2.6342537
ATP1A3	-2.6342678
ARHGAP11A	-2.6346226
NPNT	-2.6346433
RGS16	-2.6347425
CHCHD3	-2.6347694
MTMR3	-2.6350987
GEMIN7	-2.6351206
PCOLCE2	-2.6358156
PFKP	-2.636262
LRRC4	-2.6369636
ZNF623	-2.6378288
WEE1	-2.6381004
CAMK1D	-2.6390295
NELFCD	-2.639321
NCAPD2	-2.6393402
ACO1	-2.6397316
ADRB1	-2.6397579
APH1B	-2.6399865
CXCL2	-2.6404984
LPAR2	-2.6405134
COL25A1	-2.6405451
CFB	-2.64076
NUP42	-2.64076
PLAT	-2.641054
SCG3	-2.6413891
SYDE2	-2.641938
RPS26	-2.6422703
DDX39B	-2.6428592
RBP1	-2.643099
RAMP1	-2.6431549
IL23A	-2.6431696
ICE2	-2.6437988
ASIC2	-2.6444845
DUSP5	-2.6447353
HBEGF	-2.646123
PCDHA12	-2.6463602
SERPINB3	-2.646818
MRC1	-2.647134
CAPN11	-2.6472123
TOP2B	-2.6476688
MFAP2	-2.6481836
SPRR2A	-2.6482742
GLDC	-2.6487715
RFC2	-2.6490138
MLLT1	-2.6490512
KPNA3	-2.6495354
HSPA1L	-2.6497905
ALPI	-2.649976
IL17F	-2.6507344
NUP35	-2.6508124
TWIST1	-2.651199
TUBB2A	-2.6516187
INHBB	-2.6518962
TAL1	-2.6521747
PALB2	-2.652386
TRAF5	-2.653167
ANXA1	-2.6539452
BRAP	-2.6539876
HNRNPH1	-2.6543515
RLBP1	-2.654493
KANSL3	-2.6553986
FGF13	-2.6554134
ZNF226	-2.655534
NTNG2	-2.6568997
GJA1	-2.6576402
CENPN	-2.6583517
CASP10	-2.6586647
ZNF432	-2.658684
OCRL	-2.658817
FCER1G	-2.659304
WIPF1	-2.6593382
SLU7	-2.6595683
ARHGEF25	-2.6597643
SPRR3	-2.660087
FANCL	-2.6602015
ACTR10	-2.6605368
PPP2R3A	-2.6607058
LY86	-2.6610534
ATG9B	-2.6614552
FAF1	-2.6624613
ZNF3	-2.6629913
PCGF2	-2.6630623
TBC1D4	-2.6633646
CNOT8	-2.6633813
CANX	-2.6634614
PKN3	-2.6636903
RPS6KA6	-2.6637278
VIPR2	-2.664862
CHN1	-2.6653512
CACNG8	-2.6664827
RAB43	-2.666672
RGS17	-2.6667833
CCR10	-2.666791
STK11	-2.6669848
CYP8B1	-2.667513
KLK5	-2.6677825
TNFSF10	-2.6686954
ORC2	-2.6689396
ACSL6	-2.6692505
UBB	-2.6697197
MSLN	-2.6702719
GLP1R	-2.6708243
AMHR2	-2.6710908
AGAP2	-2.671343
LY6G6C	-2.6714897
IL7R	-2.6715038
APOC2	-2.6727054
EIF4E	-2.672827
MAP1LC3A	-2.6728723
DES	-2.6734955
NUF2	-2.67405
TP63	-2.6742432
HOXA7	-2.674958
SKA1	-2.6749609
HTR6	-2.6750765
SNX1	-2.6753075
KCNQ1	-2.6762855
NDUFA9	-2.676502
SRGAP1	-2.6769364
SENP2	-2.6771936
MAGI3	-2.677597
TAF1B	-2.6776168
SPTLC3	-2.677638
CSGALNACT1	-2.677676
HRC	-2.678112
CCL8	-2.6782825
MFN1	-2.6789703
SFPQ	-2.6789906
ANO6	-2.6789932
SHC2	-2.6797867
PSMA2	-2.6799011
CBX5	-2.6800535
IFT172	-2.680219
PCK2	-2.6806927
SNRPB	-2.6820195
CPT1B	-2.6820266
MECP2	-2.6822662
SHANK3	-2.6822815
CCL3	-2.6823103
PRKCSH	-2.682422
FZD8	-2.682443
FHL2	-2.682684
ZNF257	-2.6831172
TRPV6	-2.6836462
TUBA1C	-2.6839
TAF3	-2.6841218
PDCD6IP	-2.6845052
NUP93	-2.6853771
ZNF208	-2.68702
SH3BP4	-2.6872895
XRCC1	-2.6877003
SMPD3	-2.6877406
AKR1C2	-2.687966
ZNF746	-2.6880267
CACNA1S	-2.6881511
DGKA	-2.688235
NOC4L	-2.6888583
SEMA4D	-2.6890495
PLK2	-2.6897192
KIF20A	-2.6899617
SCRIB	-2.6902611
CCR4	-2.6905334
HSD17B2	-2.6908925
FAM120B	-2.6912813
NR0B2	-2.6913998
EXOSC7	-2.6914008
RAB5A	-2.6918542
MAGI1	-2.6920033
CDC23	-2.6921494
EPN2	-2.6922626
LIMK2	-2.6923103
PCDHB11	-2.692365
NR2C2	-2.692949
PRKAB1	-2.6934242
PCDHA2	-2.6942558
CENPL	-2.6944542
GALNT12	-2.6947477
ADAMTS4	-2.694784
ZNF567	-2.6954248
SKAP1	-2.6955318
ALPL	-2.6960907
DNAH6	-2.696193
CHRNA7	-2.6967742
PSMD8	-2.6969135
ACTBL2	-2.6969297
SULT2A1	-2.6972806
MEP1B	-2.6973403
MRPS21	-2.6974163
SNRPG	-2.6974967
PKMYT1	-2.6979563
RIN1	-2.6985772
UBE2S	-2.6989567
RTN4	-2.6990604
KCNMB2	-2.6993592
TEAD1	-2.6997087
PCDHGA8	-2.6997728
PSAP	-2.7000608
XRCC4	-2.700442
SRSF5	-2.7006505
GEMIN2	-2.700777
PTCD3	-2.701166
RGS1	-2.7011719
PIF1	-2.701395
GCC1	-2.7016857
DGKB	-2.701938
ARHGEF10L	-2.702277
IRF8	-2.7025473
PLK3	-2.7030022
ITGAX	-2.7045443
ZWILCH	-2.7052362
CDCA8	-2.7055671
GPSM2	-2.7058325
PLXNB3	-2.7059994
DUSP6	-2.707014
ALYREF	-2.707709
STXBP3	-2.708882
PTHLH	-2.709012
CCR2	-2.709705
MMP25	-2.7098281
RAD17	-2.7099407
JMY	-2.710163
NRCAM	-2.710326
CHRM2	-2.710426
ARAP3	-2.7110977
FBXW11	-2.711481
NCF4	-2.7124736
CNTN4	-2.7126167
MLX	-2.712633
PITX2	-2.7126877
CBX8	-2.7132626
PDE12	-2.7133026
EIF4A1	-2.7137425
CDCA5	-2.713878
RPL23A	-2.7140217
CENPO	-2.7145805
PCDHA7	-2.7146294
CREB3	-2.7147226
PSCA	-2.7149353
CCL20	-2.715078
RCHY1	-2.7151306
RDH5	-2.7154858
SOCS5	-2.7155898
PRKRA	-2.7156322
CTDP1	-2.7157323
CYP1A1	-2.7159948
RPL41	-2.7162275
CNOT10	-2.7168252
IP6K2	-2.7169113
SPTBN4	-2.7170591
BMX	-2.7170897
SLC1A1	-2.7174778
SLIT1	-2.7181091
SLC34A2	-2.71877
CUL2	-2.719609
SERPIND1	-2.7198954
UBE2V2	-2.7199316
BNIP3L	-2.7207081
COPS7A	-2.7210157
WTIP	-2.7212598
RHOG	-2.7213516
SP3	-2.721364
ANO5	-2.721431
GAD1	-2.7215967
PSMD3	-2.7219856
VAMP4	-2.7221324
CAT	-2.7230778
CCDC8	-2.7234135
ZNF135	-2.72417
STXBP4	-2.7242482
FCGR3B	-2.7247322
TRIM33	-2.7247794
TNFRSF10A	-2.725293
VRK3	-2.7254016
LRIG2	-2.726394
ATRIP	-2.7268465
NFYC	-2.7270756
PCDHA3	-2.7271073
THBS3	-2.727195
HK2	-2.727729
KPNA5	-2.7277982
TXNRD1	-2.7279336
MSRB3	-2.7281914
MRPS25	-2.728326
SERPINB2	-2.7286208
PI4K2A	-2.7287295
ADRB2	-2.7295167
C1R	-2.7311122
NRN1	-2.731202
MYBPC3	-2.7316277
ARAP1	-2.7316675
IKZF3	-2.7319858
CD38	-2.7321436
FGF5	-2.7325344
PLS1	-2.7326717
ADD1	-2.7335556
ORC3	-2.7339191
ARHGEF7	-2.7342432
LMO2	-2.7344658
NTM	-2.735286
ARFRP1	-2.7354424
SPRY1	-2.7357616
CALML3	-2.735875
RCL1	-2.7358885
PLIN5	-2.7359765
NCAPH	-2.7361202
CLEC4E	-2.7362168
PCSK7	-2.7362232
HOMER2	-2.7368345
HNRNPF	-2.7371225
APOH	-2.7373943
TRIM5	-2.7376435
STX1B	-2.7376585
SCG2	-2.7384825
CASTOR2	-2.738653
RGS14	-2.7388897
FZD3	-2.7389936
SOCS7	-2.7391722
CTSS	-2.739994
GALNT6	-2.740854
DNAH8	-2.7410796
CPEB1	-2.7412863
CLDN1	-2.7413359
TIMP3	-2.7415752
MYO3B	-2.7416956
BBS4	-2.742502
GAP43	-2.7425792
HIPK4	-2.7427585
DDX5	-2.7432501
PHKG1	-2.7438538
MRE11	-2.7451012
MED21	-2.7454312
NET1	-2.74558
CDSN	-2.745825
FRK	-2.7459478
USP21	-2.7460556
KRT17	-2.746497
GRIK3	-2.7465932
SF1	-2.746898
FBXO5	-2.7474625
PRKAG3	-2.7477343
SENP1	-2.7479694
CRP	-2.7484186
PRND	-2.7487879
DRD1	-2.7490213
GDI2	-2.7493865
PFN1	-2.7497013
CYP27A1	-2.7497022
INPP5B	-2.750672
CDC7	-2.7510684
P2RY14	-2.7511759
LFNG	-2.7514408
FBXL20	-2.7514966
NCKAP1	-2.7519233
DOK2	-2.752076
CDK8	-2.7521021
KLF4	-2.7521708
ZNF791	-2.7527392
SATB2	-2.7532187
GALNT10	-2.7532685
SERPINA10	-2.7539513
MATN3	-2.7541323
KCNIP3	-2.7543344
LDHC	-2.7544985
FGF6	-2.7546575
BIRC7	-2.7547958
CTBP2	-2.7554362
TDRD9	-2.755748
SH3GL2	-2.755911
TACC3	-2.7570627
EYA1	-2.757486
CD74	-2.7575176
RASD1	-2.757676
FRZB	-2.758011
FOXF1	-2.7580407
CTNNA3	-2.7581606
CARD10	-2.7585204
MAPKAPK2	-2.759462
GTF2IRD1	-2.7596161
NCAPG	-2.7596734
OTC	-2.7600822
RPL10	-2.7601535
LBR	-2.7602565
ZBED1	-2.760562
DSCAM	-2.760877
PENK	-2.7622855
ALS2CL	-2.762477
NDST2	-2.762786
LRPAP1	-2.7628496
DUSP4	-2.765012
WNT7A	-2.7653854
CXCL9	-2.766346
PTGS1	-2.7664032
ATF3	-2.7669153
NLGN4Y	-2.7672923
MYBPC1	-2.7673671
CHKB	-2.7677288
PIP5K1C	-2.7684946
MDM4	-2.7686567
TGFB1I1	-2.7688415
CCR8	-2.7689667
KLHL22	-2.7691345
ESRRA	-2.7692795
PTGDR	-2.7695887
CD70	-2.76993
IL22	-2.77032
SLURP2	-2.7705908
RAMP3	-2.7710388
IQSEC1	-2.7712955
PIWIL2	-2.7713053
BAK1	-2.771613
AIFM1	-2.772349
FEM1C	-2.772364
ACD	-2.7726777
CD1C	-2.7731254
TNFRSF13B	-2.7735016
HIP1	-2.7737796
ZNF98	-2.7742913
CPN1	-2.7749794
KLHL11	-2.775158
RPL3	-2.7759478
CEBPZ	-2.7767575
PARD6G	-2.7769206
PRDM9	-2.7769406
PLIN3	-2.7771165
COG4	-2.77761
RPS6KA4	-2.7777226
ATP1B4	-2.7779598
PTPRR	-2.778344
MUC12	-2.7785435
IL36RN	-2.7787
CRY2	-2.7802162
DCAF6	-2.7802327
CEP63	-2.7803323
APOE	-2.7804182
TGFBR3	-2.7806866
ATP2B2	-2.7807214
ZNF460	-2.7811918
UBXN2A	-2.7812316
ORC6	-2.781522
ABLIM3	-2.78213
LY6E	-2.78224
HNRNPR	-2.7823694
LOXL1	-2.7823718
MAP1LC3C	-2.782502
LMNA	-2.7827947
TFF1	-2.783021
MAP4K5	-2.7832565
LYPLA2	-2.7836702
ENO1	-2.7838285
ATP6V1B1	-2.7839348
DSE	-2.7839854
SCN5A	-2.7842522
PIK3AP1	-2.7851422
PTPN5	-2.7852
ACKR3	-2.7852604
PPP1R3D	-2.7855663
ZNF227	-2.7857847
B3GNT3	-2.7859347
PKM	-2.785988
SNX18	-2.786091
ZNF415	-2.7861729
GPNMB	-2.7868073
GRM2	-2.7871335
SMPD1	-2.7874897
FLNC	-2.7876098
GOLM1	-2.787709
AP1S1	-2.787893
KCNJ12	-2.7884178
SCN4B	-2.7885978
MME	-2.7887604
MTNR1A	-2.7889776
DIS3	-2.7896786
PITRM1	-2.789798
GRIK4	-2.79017
ZDHHC8	-2.7902744
IL17RC	-2.791179
MYBL1	-2.7915113
ZNF354C	-2.7925994
MRPS5	-2.7930477
SCARB2	-2.7932346
ZFP37	-2.7937582
DAPK2	-2.7940109
HBP1	-2.794077
MED22	-2.7941113
PLA2G2A	-2.7941334
ARHGAP32	-2.79441
ZNF808	-2.7944825
ADORA1	-2.7947648
CASP14	-2.7948468
INPP5D	-2.7950084
CGNL1	-2.7957003
B4GALT1	-2.7958329
MEIS1	-2.795988
LDHAL6A	-2.796306
ATG7	-2.7966669
OPCML	-2.7966993
KRT14	-2.797125
ATP6V1G2	-2.7973564
NKX2-5	-2.7974977
LMO4	-2.7990525
TMEM67	-2.7990673
ME1	-2.7992163
NELFA	-2.7993634
EXOSC5	-2.799907
SKIL	-2.8008587
SLC44A1	-2.8009303
EGLN1	-2.801032
CAPNS1	-2.8011284
NDUFS3	-2.8016005
DCT	-2.801669
CXCL5	-2.8023262
ANAPC16	-2.8024642
SIK3	-2.8024864
NMUR2	-2.8027546
COG7	-2.8031445
IL1RL2	-2.8036106
CTTN	-2.8036938
PPP3CC	-2.8041344
DSG1	-2.8049223
CPSF2	-2.8050244
AP1M2	-2.8051713
ZFYVE9	-2.8060062
MAP3K8	-2.8067493
HSPA2	-2.8074036
ARHGEF5	-2.8076446
EPHA5	-2.8082836
ZC3H8	-2.8083775
VPS28	-2.8084288
DGKD	-2.8095734
FBXL14	-2.8096058
FABP3	-2.8098278
ZBP1	-2.8098366
PSME3	-2.8100739
PSEN2	-2.8107815
IL1R2	-2.8123977
SLC2A1	-2.8124046
KRT12	-2.8125818
RPS9	-2.8134463
EXOC6	-2.813989
OTOF	-2.8144715
CALCRL	-2.8147774
TAF13	-2.8156748
LGR5	-2.8157823
CNGA3	-2.815856
PPM1E	-2.8159754
LIPE	-2.8163993
PTCH2	-2.816702
CCAR2	-2.8168468
PIP4K2B	-2.8168533
MYL12A	-2.816869
IL24	-2.8169763
PPP4R2	-2.817704
TAS1R1	-2.8177197
ZNF26	-2.817805
CYP2A6	-2.8180606
SEC24D	-2.8181915
IP6K3	-2.8192053
SDCCAG8	-2.8194268
NCK1	-2.8195562
RGS11	-2.8195798
PHKA1	-2.820233
VENTX	-2.8205435
FBXO7	-2.8208878
CYSLTR1	-2.8216858
MYBBP1A	-2.822677
RRP1	-2.8227034
E2F4	-2.82271
PDK4	-2.822714
NECAP1	-2.822902
SNW1	-2.8229406
KLC3	-2.8231757
HOXA2	-2.823449
AQP3	-2.8241045
PAQR5	-2.8244674
COPS2	-2.8247678
RUVBL2	-2.8248415
EPB41L4B	-2.8250492
TSPAN5	-2.825256
SIK2	-2.825593
EIF3M	-2.8257189
PSMC4	-2.8268268
PDGFC	-2.8272228
NEDD4	-2.8279831
ADAMTS7	-2.8285105
KTN1	-2.8286273
IFNAR2	-2.828718
MYOCD	-2.8288157
ST14	-2.8297193
WNT6	-2.8298404
UTP6	-2.8304403
MRPS7	-2.8306053
TUBG1	-2.8311596
ZNF7	-2.8313239
SLC1A5	-2.8322265
CSE1L	-2.8322783
CD1D	-2.8329146
JAM2	-2.8331492
HMGCR	-2.83341
LAT2	-2.8336518
SFTPA1	-2.833738
SCD	-2.83403
GABARAP	-2.835416
POLB	-2.8356745
EFNA1	-2.8361962
UST	-2.83625
PSMD13	-2.8370924
AP1M1	-2.837778
LSM2	-2.8379858
PSMD11	-2.8383071
UBE2L6	-2.83832
USP7	-2.8388293
HNRNPC	-2.8400848
HLA-DOB	-2.840771
IFI16	-2.8410408
HLA-C	-2.8412268
IL4	-2.8419063
NDUFB5	-2.8419094
GNA12	-2.841943
PLN	-2.841973
SAR1B	-2.8433607
ZNF573	-2.84398
TOP3A	-2.847173
SNX9	-2.8476036
TAF8	-2.8476956
TLL2	-2.8477395
CDON	-2.8484504
HCAR1	-2.8485546
STC2	-2.8490145
DCTN6	-2.8490794
CHST3	-2.8498433
AQP1	-2.8503215
CLDN9	-2.8509095
NCAPH2	-2.8514833
ID2	-2.851944
RPS6	-2.8525932
BCL3	-2.8531444
CYBA	-2.8539789
GALNT2	-2.8545437
PPM1F	-2.8546956
MRPL22	-2.8547966
SELP	-2.8550704
FCER2	-2.8552926
DOCK6	-2.8559017
SLC9A3R2	-2.8564825
EID3	-2.8565588
TNFSF14	-2.8565896
POLE3	-2.8566377
MRPS22	-2.856898
SNCAIP	-2.8574708
KLRG1	-2.8579752
DEK	-2.8582108
RGS9	-2.858226
GFRA2	-2.8587368
SPRR1B	-2.85948
TBK1	-2.859534
CYP27C1	-2.8599424
PTP4A2	-2.8603127
CYB5R2	-2.8603477
TNFRSF18	-2.8607578
DKC1	-2.8609726
CD8B	-2.8615067
GMNN	-2.861632
ARHGEF18	-2.861763
PCDH20	-2.8621576
KIR3DL1	-2.8622577
ARFGAP1	-2.8628109
LAMB3	-2.8629158
GCG	-2.8630726
BAG6	-2.8636734
CSTA	-2.8638089
RPS6KB2	-2.864297
OPRK1	-2.8649542
OMD	-2.8660707
PRIM1	-2.8662922
HAP1	-2.8666809
ACSL4	-2.8667011
XPOT	-2.8670504
AMH	-2.8670871
AJUBA	-2.8672752
NLRP1	-2.8673306
NINL	-2.867509
TRAPPC10	-2.8679101
MOCS3	-2.8680794
WNK3	-2.8683054
POLE4	-2.8684673
YY1	-2.8685932
PRPF40A	-2.869109
SENP5	-2.869138
MEFV	-2.8697796
PPIF	-2.8709023
TAF1C	-2.8714466
PSMA1	-2.871477
PCDHGA11	-2.8716106
GP2	-2.871976
INHBE	-2.8720481
SIPA1	-2.8720484
DTX1	-2.872062
RCC1	-2.8720953
MRC2	-2.8721807
IBTK	-2.8724775
TUBAL3	-2.8725605
EDEM1	-2.8734124
